RNU5B-1	13.71714798
PRB4	13.27397592
MAGEA1	12.4883123
LRRC38	12.36469668
DPYSL5	12.25685159
PRB1	12.00657299
MAGEA10	11.80322344
RNU5A-1	11.45837577
REG1A	11.22929149
HOXB9	11.02373642
LINC00355	10.99298514
DCAF4L2	10.99031834
MAGEC2	10.90301624
MAGEA3	10.68470883
DLK1	10.6348037
MAGEA11	10.61888461
C11orf86	10.58763975
LINC00676	10.54837426
FGF5	10.546613
TMEM132D-AS1	10.45525104
HOXD13	10.44905089
RNY1	10.42236116
DLL3	10.36038384
F2	10.26635335
SNORA74A	10.26325615
MAGEC1	10.25659612
SPANXB1	10.19708262
RNU5E-1	10.1395064
MAGEA4	10.04549462
NKX2-2	10.0285267
CACNG7	10.01123256
GAGE1	10.00296481
NSG2	9.984719917
RNU4-2	9.94503988
LINC02525	9.839425886
SNORA23	9.831055251
DSCAM-AS1	9.82553863
PSG9	9.739176346
SAGE1	9.729747593
PRB3	9.695443763
LINC01194	9.695287874
FUT9	9.659002785
SNORA22C	9.648076478
RN7SKP9	9.613541381
MAGEA6	9.538729694
HOXC12	9.537308312
VIL1	9.506063249
RNU4-1	9.441447703
SSX1	9.363749553
CRYBA2	9.339906478
LINC01029	9.332762035
MAGEA12	9.289948686
MIR3609	9.282279658
PRAME	9.267360963
VCX3A	9.218772366
PPP1R2P10	9.188795817
11-Mar	9.188323671
TM4SF5	9.179824721
PRKCA-AS1	9.159579109
RNY3	9.154416435
ANKS4B	9.075512915
NCOR1P3	9.012406455
LHX1	8.97858259
BAGE2	8.960573437
PAEP	8.932043298
CST1	8.878631746
PDX1	8.854492672
FOXR2	8.829538107
NTS	8.822187473
RNU1-13P	8.791695988
CSAG1	8.750495821
PPP1R14D	8.737442449
RNU5A-8P	8.725902311
DLX1	8.72342896
RN7SKP255	8.690259926
BPIFB4	8.681963885
TFF1	8.681635315
HOXC13	8.677383102
PAX7	8.528808535
NGB	8.519071848
HTR3A	8.494505884
LINC01234	8.4844451
MAGEB2	8.481042995
RBFOX1	8.46647856
BMP2KL	8.442064705
CLDN10-AS1	8.441916839
CALCA	8.417359659
PPP4R3C	8.415889127
PRH2	8.415693999
COX7B2	8.403938289
TIMM9P1	8.387723613
CHEK2P2	8.347890487
HOXD11	8.34377802
KCNQ5-IT1	8.291789468
C2orf69P1	8.275250722
SNORA49	8.250414697
LINC02476	8.202129156
LINC02377	8.181920573
LINC02433	8.15406054
GAGE2A	8.120055157
RNU1-88P	8.091384278
DLX6-AS1	8.069976325
HMGA2	8.053567197
SCARNA5	8.041962494
CRABP2	8.035584033
RN7SKP227	8.029916946
SALL3	8.012603976
CA9	8.005708271
LINC01518	8.001596379
PASD1	7.996656542
LINC01345	7.988897153
AGXT	7.951428274
KLF2P1	7.950642336
SOX14	7.942431494
NR0B1	7.939659794
SNORA73B	7.931356416
FGF19	7.922035054
DDX53	7.918021098
MAGI1-AS1	7.913903605
MTND5P26	7.891934265
SCARNA1	7.880680019
PSG4	7.86943493
RPL6P12	7.864111946
SNORA84	7.832852792
DDX18P5	7.826730159
VGF	7.809139596
GABRA3	7.806725438
XIAPP2	7.761376878
NLRP5	7.754331963
EPS8L3	7.753002621
IRX4	7.746906534
RNA5SP141	7.729253529
LINC00942	7.721460549
CTAG2	7.706327561
RTL1	7.681840906
SNORA80E	7.680400681
HIST1H3B	7.673196095
PHF2P2	7.662439637
TMEM75	7.659894328
AKAIN1	7.644636577
LINC00871	7.63169542
IGF2BP1	7.619307581
SNRPEP10	7.612125863
DDX43P3	7.598967942
LINC01179	7.59359095
RAD51AP1P1	7.591167044
LHX1-DT	7.590490397
CPN1	7.585177771
PES1P1	7.584962267
ZFHX4-AS1	7.573762619
PRDM13	7.567431736
SALL1	7.565017694
CRHR1	7.56412877
BARX1	7.551707119
SNORA71D	7.550713627
LHX2	7.534857798
AKR1B10	7.510674519
NKAIN1	7.509144446
RN7SL398P	7.506187379
SP8	7.500439511
NLRP4	7.495730944
LINC02418	7.474772276
OFD1P17	7.471449881
ISL1	7.457548847
SMAD1-AS2	7.455837141
A1CF	7.452203001
ZBTB20-AS5	7.443042131
HTR1DP1	7.441002982
LINC01980	7.437965098
MTCO2P33	7.414159483
CACYBPP1	7.413796078
COL11A1	7.405685771
GAPDHP55	7.402805016
BIRC6-AS1	7.388027776
MYH8	7.383328535
SLC25A39P1	7.376276356
INSM1	7.37190941
NKX2-6	7.356010411
SPANXC	7.322779138
AKR1B10P1	7.282110716
RN7SKP186	7.281547838
RTBDN	7.280244828
TMEM14EP	7.269811082
HIST1H2BI	7.267913594
SNORD15B	7.267509478
FTH1P24	7.261599743
TGIF2LX	7.255684123
SNORA38	7.252841565
AFAP1-AS1	7.246464061
HOXB8	7.239644093
TPSP2	7.23054398
LINC02535	7.226894523
MTND4P32	7.21077543
FGF12-AS2	7.196023064
LINC00221	7.190977411
LIN28B	7.186435803
HOTAIR	7.172234034
SNORA74D	7.157653782
SCARNA21	7.152102269
LINC01346	7.149290589
VPS26BP1	7.147205114
RPL23AP23	7.143429884
VAX1	7.140970391
FETUB	7.137436781
DOCK9-AS1	7.136353206
MIR548XHG	7.135169386
TEX19	7.123628398
SNORA53	7.114663164
LINC02312	7.105474399
LINC00629	7.102337063
FOXE3	7.097346115
LINC01608	7.095873105
CDX2	7.086050455
FEV	7.079753737
RN7SKP8	7.070945216
OR7A19P	7.054873607
TRPC5	7.050905801
HIST1H1D	7.036638668
LINC02506	7.033307096
INSL4	7.030253236
RPL37P18	7.025258572
NEFL	7.011857772
RNU6-122P	7.008666456
NKX2-4	7.00096938
DPYD-AS2	6.993917721
ZIC2	6.993377704
ONECUT1	6.992474173
KCNQ2	6.984952218
DPPA2	6.975111113
