Length	Symbol	logFC.L.PvsL	logFC.L.VvsL	logFC.L.VvsP	logCPM	F	PValue	FDR
3910	Gm15583	0.445866987008386	1.2885342533963	0.842667266387915	0.281429629459496	7.21019141722764	0.00804857201287494	0.0131568720747941
905	Naxe	-0.439093265938474	-0.248806573758893	0.190286692179581	4.83443373875677	7.20865433420074	0.00805437758704037	0.0131649803490493
2565	Serpinb5	-0.345816444871579	0.761400011343297	1.10721645621488	6.93684070218221	7.83131266677955	0.0080620067161779	0.0131760672317719
4789	Kcnf1	1.49672997998086	3.38981510839215	1.89308512841129	-0.395588268545729	7.20411788446348	0.00807154006314848	0.0131902636019885
6195	Neurl1b	0.0439114945322806	1.35322850319458	1.3093170086623	0.197595929134424	7.20341848248626	0.0080741898311401	0.0131932092392984
1205	Tmem251	0.565193501329018	0.272050889774687	-0.29314261155433	4.58501602168293	7.19642018465122	0.00810075921203095	0.0132352347549833
2099	Samd10	0.0791885897961788	0.655401465921726	0.576212876125547	2.66706777698105	7.19503393685423	0.00810603416521704	0.0132424637033948
5651	Zfp882	-1.99594032562635	-0.483557272327499	1.51238305329885	-0.0117071330584638	7.19408826621414	0.00810963491348025	0.0132469563487585
1209	Bphl	0.506527438407641	0.486520955225208	-0.020006483182433	4.06708282685041	7.19215140268974	0.0081170155192029	0.0132576217395666
794	Gm2011	-1.25078129466917	-1.68507848592671	-0.434297191257539	-0.779363514155846	7.19184273957726	0.00811819242762754	0.0132581533804946
4304	Pex1	-0.188720939319841	-0.612288879106828	-0.423567939786987	3.8910172257428	7.18770591830956	0.00813398487520058	0.0132825516439412
1659	Serpina3m	-2.32143757005882	0.65022529989677	2.97166286995559	4.38334707983168	7.55144731691645	0.00815021055273013	0.0133076521680941
2051	Decr2	0.326479887991749	-0.236469166851482	-0.562949054843231	4.02152597525392	7.18258151708123	0.00815359675063084	0.0133117853429255
2995	Spef2	-1.30360779170122	1.07785503546433	2.38146282716555	-1.06780329335004	7.7785305880484	0.00815716138614554	0.0133162089427674
3946	Sema4b	-0.641131050934458	-0.285808238746506	0.355322812187952	4.41624280368085	7.18030443073637	0.00816232906496872	0.0133232482389615
2072	Baiap2l2	-3.87321756531816	-1.94987642389564	1.92334114142252	-1.00080616712186	7.18006117154564	0.00816326257019292	0.0133233754054129
7010	Zmym4	0.422180090885512	0.202322841106055	-0.219857249779457	5.25200450554694	7.17705784294141	0.00817479800263426	0.0133408042860009
452	Rpl35	0.444774446417512	0.422423872313755	-0.0223505741037569	6.25454631833596	7.17530636045062	0.00818153394712578	0.013350397843932
1055	Tmem141	-0.466692350942403	-0.616740605719555	-0.150048254777152	3.5292811912177	7.17023383463074	0.00820107839598533	0.0133808877600884
4956	Dennd5a	0.337741116669522	0.264347519583475	-0.0733935970860471	6.68377568570528	7.16938449437752	0.00820435618208236	0.0133848333648388
1737	Paox	-1.11818705194658	-0.573370496189565	0.544816555757019	0.60994209176776	7.16812244012739	0.00820922951979811	0.0133903331749335
3620	Miga2	-0.588200025338476	-0.274681536361384	0.313518488977092	4.26203909621142	7.16806610369076	0.00820944713723927	0.0133903331749335
4567	Gmps	-0.174437729001435	-0.539681075247841	-0.365243346246406	5.49018853230351	7.1655308207459	0.00821924738791052	0.0134049141521306
864	Mrps18a	-0.0710118426980739	-0.502345424705633	-0.431333582007559	4.21894136141194	7.16514298137976	0.00822074779189897	0.0134059571280187
1538	Pithd1	0.416820686493101	0.423140296130145	0.00631960963704449	4.71376908144613	7.16302800351165	0.00822893542024915	0.0134179039124733
12139	Pcnx	-0.308276150571053	-0.0215416380073961	0.286734512563657	6.53682182565884	7.16277035892593	0.0082299334738456	0.0134181262752302
3018	Mapkap1	0.0615117640355276	-0.289228735824236	-0.350740499859763	5.41634194943792	7.16201557741149	0.00823285812340203	0.0134214893946416
2708	Gbp11	-2.06338414034296	-1.79681454876675	0.266569591576211	-1.13306576486587	7.16099925599724	0.00823679809531372	0.0134265068502277
4492	Zrsr1	0.720954056216847	0.303209393074472	-0.417744663142375	4.23458400484952	7.16023237193136	0.00823977251791954	0.0134299495131927
550	Sdhaf3	-0.384365807639981	-0.949379728242154	-0.565013920602174	1.31708507969329	7.15901670711484	0.00824449012013093	0.0134362323548591
4110	Galnt2	-0.530729688064927	-0.409310395085105	0.121419292979822	5.72780044829416	7.15830044516671	0.00824727116425533	0.0134393581592491
4893	Hbs1l	0.00487020535610878	-0.389360821673737	-0.394231027029846	6.24444406585193	7.15566729123357	0.00825750429543806	0.0134546256030723
4361	2010300C02Rik	-0.117215553066083	-0.466812055403342	-0.34959650233726	4.32217558269818	7.15079442018482	0.00827648033144996	0.0134841338900752
1177	Immp2l	1.44527507505973	1.55583097487208	0.110555899812353	0.90743965976898	7.14835051590608	0.00828601642900641	0.0134982579592518
1469	Dnd1	1.31524528225509	1.26924342610695	-0.0460018561481431	0.525796454687661	7.14703940213372	0.00829113762489106	0.0135051430789947
1032	Gm20186	0.100864088954007	0.68703687203843	0.586172783084423	3.79436483413263	7.14682447987744	0.00829197745814718	0.0135051430789947
2510	Spdl1	-1.01392444600876	-0.502738408898996	0.511186037109766	2.38903262647203	7.14576303104095	0.00829612663432331	0.0135104877588039
1383	Fam151b	-0.777259887020411	0.326019255642826	1.10327914266324	1.13942671592265	7.14476007362848	0.00830004937636467	0.0135154626047005
1162	Llph	2.46219762016041	2.8266719161326	0.364474295972194	-0.933877575926082	7.14283294400482	0.00830759274249616	0.0135263314707392
4858	Wasl	0.340274921844277	0.279926102537646	-0.060348819306631	5.97726914305931	7.14224574980769	0.00830989277395015	0.0135275370838313
5616	Abca8a	-1.96208462443919	-1.51978734209795	0.442297282341239	0.884889351228817	7.15951908678949	0.00831023384463914	0.0135275370838313
3170	Cnot11	0.460333618571803	0.485922650741141	0.0255890321693383	4.35600534040711	7.14197862747367	0.00831093933219975	0.0135275370838313
669	4632427E13Rik	-1.3832164857603	-1.44676813896117	-0.0635516532008785	-0.394324468556632	7.14016332221069	0.00831805555520669	0.0135377049650584
2089	Lhfp	-0.779181298881928	-0.131515855513873	0.647665443368055	7.1701725026714	7.13914325072784	0.00833010946108925	0.0135550238645433
12872	Dnah1	-0.107763405122628	1.34108571473432	1.44884911985695	1.38847794215209	7.13679508327309	0.00833127815594454	0.0135550238645433
1918	Mtch1	-0.240918659590822	-0.392045596748836	-0.151126937158014	6.37911270014505	7.13678740248956	0.0083313083359584	0.0135550238645433
8257	Kif1a	-1.32377171997037	-1.09538846474711	0.228383255223255	3.25191406386102	7.1364705793568	0.00833255333565171	0.0135556331532353
4540	Esco1	0.290717442350714	-0.0626086698821986	-0.353326112232912	4.80835050800772	7.13610972190197	0.0083339716364338	0.0135565242162903
1592	Babam1	-0.37752273096764	-0.22562849134994	0.1518942396177	5.0132655840804	7.13482275340029	0.00833903216465611	0.0135633391339069
8502	Rif1	-0.571373413800099	-0.334485500123136	0.236887913676963	5.71925079186992	7.18136998855762	0.00834407791946239	0.0135701286017617
6384	Cdan1	-0.619975751790079	-0.281353815541372	0.338621936248707	3.66016956922033	7.1298148666618	0.00835875769142647	0.013592582996125
2980	Lgals8	0.420892099983644	0.162647650682495	-0.258244449301149	5.38317530819071	7.12907571621937	0.00836167369508779	0.0135959050621183
1557	Ginm1	0.275946930645396	0.414507194287244	0.138560263641847	5.46098771442328	7.12377232931476	0.00838263050394179	0.0136285573405076
1967	Abhd12	0.385609532507268	0.326010603389215	-0.0595989291180535	5.14270502204193	7.12224819571061	0.00838866449183782	0.0136369436754252
705	Bud31	0.155263631446169	-0.206310955018182	-0.36157458646435	5.10792311841309	7.11992857330573	0.00839785743664022	0.0136504630483676
10689	Prrc2b	0.162340133228292	0.354926067136395	0.192585933908103	7.95133847627365	7.11907055692593	0.00840126081227531	0.0136545698119978
5975	Pdcd6ip	0.199778933277245	-0.18249468929771	-0.382273622574955	7.88578778940887	7.11680152508758	0.00841026876177257	0.0136677838821042
468	Gm6155	0.384770622421752	0.582813338420431	0.198042715998679	3.30827923457569	7.11489735126677	0.00841783686669722	0.0136786555033089
2659	Cchcr1	0.214293320445373	0.483741375246033	0.269448054800659	4.0515197467867	7.11457467850781	0.00841912010440876	0.0136793132581233
8072	Dock4	-0.0889640761407289	-0.669366278071572	-0.580402201930843	3.42646904316061	7.1139306064438	0.00842168219224505	0.0136820485234888
9416	Akap11	-0.354210221703793	-0.425870582646121	-0.0716603609423279	6.07752810237028	7.11343036979616	0.00842367273208636	0.0136838547657051
2367	Eif3j1	-0.033339443876785	-0.445162592899399	-0.411823149022614	6.84429422722081	7.11296145133064	0.0084255391450313	0.0136854590139175
2023	Slc10a3	0.409993066607819	0.731472343660723	0.321479277052904	2.66055033441126	7.11199696978512	0.00842937952746147	0.0136902688779339
1970	Jam3	-1.35290827108839	-1.05545948104734	0.297448790041051	1.60512330541381	7.10994734476253	0.00843754747219778	0.0137021054580315
9473	Zfp236	0.0385751048006909	0.356267195201509	0.317692090400818	5.28670744238762	7.10954992828121	0.00843913227322	0.0137024495842081
7158	Dgkk	6.3798779241685	5.61445879015709	-0.765419134011418	-1.73423337688059	7.37031880865372	0.00843951926291676	0.0137024495842081
4430	Sp3	0.276606248257485	0.352134005222825	0.0755277569653401	6.25141134943081	7.10707968960238	0.00844899071577102	0.0137163973546691
4990	Zfp78	-1.41148203545126	0.477453229031798	1.88893526448306	-0.361940423754923	7.10536956581881	0.0084558234312126	0.0137257536259012
4275	Plppr3	0.770658155992669	0.660903995939725	-0.109754160052944	4.76368661569653	7.21625856712492	0.00845651684349451	0.0137257536259012
1969	Actl6a	0.176791873097138	-0.383358197059653	-0.560150070156791	5.56054077658961	7.13289938854223	0.00846938153067335	0.0137452015837046
3300	Clip3	-1.38754141112692	-2.09160432845463	-0.70406291732771	4.19893277701124	7.10062477809332	0.00847481449802511	0.0137516142032999
1996	Ik	0.118125310796463	-0.227809762705994	-0.345935073502457	6.14827914082898	7.10055379268422	0.00847509899236254	0.0137516142032999
447	Gm5321	0.549502306341347	1.20135021455193	0.651847908210586	0.293442714217222	7.0983172995794	0.00848406803916109	0.0137647330179013
77	Mir5133	4.49754891882463	5.95847449548702	1.46092557666239	-1.20862206056492	7.35783192376933	0.00848639368349499	0.0137670718240842
3922	Recql4	-1.04317207195678	-1.0675124902693	-0.0243404183125164	2.2844622495909	7.17935806141803	0.00848916048403313	0.0137701257351421
884	Ucma	2.41282715480129	5.62676248602304	3.21393533122174	-0.794281276808864	7.35371179888124	0.00850192699534033	0.0137893976847661
3275	Naa40	-0.704713934487823	-0.36903945504122	0.335674479446604	4.11890231587634	7.0972967454383	0.00850575437527927	0.0137941686244375
1866	Trim15	0.692215621787255	-0.50589059727239	-1.19810621905964	1.81064741064691	7.13580331409071	0.00850793339282148	0.0137962656245982
2163	E430018J23Rik	0.886180301484431	0.520157971052424	-0.366022330432007	2.0415510117166	7.09203396754643	0.00850932501909015	0.0137970855057551
4362	B3gat2	0.175099914384432	-0.752482663513726	-0.927582577898158	1.54108383752386	7.09120958668716	0.00851264521701829	0.0138010318916615
815	Etfb	0.198286527182151	-0.190095807676955	-0.388382334859106	5.70449604703023	7.08877466847624	0.00852246061688785	0.0138155066339972
3594	Arl5b	0.450151194245634	0.0191533218114959	-0.430997872434138	6.24116580238801	7.08711463280163	0.00852915989418201	0.0138249274354327
504	Rpl32	0.443846916587308	0.46386765726748	0.0200207406801722	8.32053518881113	7.08665401922502	0.00853101983638492	0.0138265030070968
2966	Sfxn3	0.325896924518571	-0.191123703347841	-0.517020627866412	5.48075578688468	7.08614698444657	0.00853306776845706	0.0138283829004489
2188	Airn	-1.03655895031513	-0.649001224393357	0.387557725921778	1.37834370197048	7.08542635173236	0.00853597940919528	0.0138308739472635
9029	Arid2	0.235980667378475	0.328295073346714	0.0923144059682392	6.38813735068632	7.08532690740247	0.00853638129380618	0.0138308739472635
4153	Cilp	-2.87475293520327	-0.849930294818747	2.02482264038452	-0.22912524325142	7.08455153369735	0.00853951556432639	0.013834512730721
4618	Pcdhgb8	1.96221937221134	3.39855553065589	1.43633615844455	0.76045155530901	7.08231892979148	0.00854854779298821	0.0138464916185839
5588	Ppp1r15b	-0.478690693710117	-0.568585599328631	-0.0898949056185134	7.2464252939373	7.18450195643274	0.00854868805683699	0.0138464916185839
8260	Cask	0.375258289659226	0.265302363200804	-0.109955926458422	5.36225515668454	7.08150277775775	0.00855185237841372	0.0138501763116649
1434	Mrps5	-0.312402124525421	-0.558424233050892	-0.246022108525471	3.41013763509292	7.07648875493412	0.00857218653118032	0.0138816647944613
2365	Mks1	0.0109492058298986	0.719918095215517	0.708968889385618	2.45982167998093	7.06945958040441	0.00860078729942352	0.0139265321645652
1366	Trp53i13	-0.531257197104843	0.245580141271765	0.776837338376608	2.90604299121689	7.06741798774956	0.00860911494556999	0.0139385670547324
4151	Rsad1	0.60296231209697	0.966626955515208	0.363664643418238	2.3717724498892	7.06620075692339	0.00861408446300209	0.0139451010339363
2867	Traf3ip2	0.44635468032815	0.42210820274182	-0.0242464775863293	4.52475646606007	7.06599087117224	0.00861494168677544	0.0139451010339363
4137	Lin7c	-0.279519156522464	-0.277816102889461	0.00170305363300279	6.84603942163546	7.06292224232806	0.00862748598035327	0.0139639550655921
7889	Rps6kb1	-0.275811164908761	-0.374997028965384	-0.0991858640566224	6.03648153032425	7.05970988837775	0.00864064045684597	0.0139837926828108
3701	Ncdn	-0.429426390796486	-0.300791641322999	0.128634749473487	4.84912698304392	7.05815512008981	0.00864701551104537	0.013991619731766
597	Lgals7	0.77471811098557	1.91341145024243	1.13869333925686	5.97060513834738	7.65955593113374	0.00864727384398382	0.013991619731766
1653	Chad	0.151937950564268	1.76396603786677	1.61202808730251	-1.30690708258682	7.05659495827099	0.00865341815130556	0.0140001067482733
2619	Sdccag8	0.0556239257770849	0.729402332528812	0.673778406751727	2.55916381760907	7.05255416432158	0.0086700264021911	0.0140255195444546
2871	Fadd	-0.758610331416872	-0.292492880706142	0.46611745071073	2.67407297099555	7.05172407836938	0.0086734427406867	0.0140295886940868
7361	Med14	-0.211512197755404	-0.37502808292312	-0.163515885167716	5.99298950158733	7.04824495885585	0.0086877785133837	0.0140513177202338
4008	Ppat	-0.578342088978666	0.0793128837469354	0.657654972725602	4.39619521849011	7.08029058814693	0.00869191055991199	0.0140565407870962
4730	Pdik1l	-0.11431828532452	-0.687554024553316	-0.573235739228796	2.60732791225229	7.04371913356298	0.00870646830142012	0.0140786214319537
2645	Tubb5	0.046418504343387	0.563883104458393	0.517464600115006	6.52959467124354	7.22206209507455	0.00871419450379754	0.0140896518339877
2369	Il17rc	-0.0485044960274467	0.36585186190371	0.414356357931156	4.53004365335042	7.03991407572398	0.00872221762024888	0.0141011599649622
739	Ndufa8	-0.45435120368149	-0.741825158020412	-0.287473954338922	2.2390202944463	7.03738823150584	0.00873269041448846	0.0141166256757411
6816	Fem1a	0.043545076082999	-0.394650834699956	-0.438195910782956	4.68391203313537	7.03410997856898	0.00874630458948441	0.0141371657740763
2397	Ccdc51	-1.0301530460906	-0.155468307837527	0.874684738253072	1.11014076406103	7.03160018021847	0.00875674406642113	0.0141525706904317
10614	Dmxl2	0.198814533924494	-0.259638071548897	-0.45845260547339	4.62464928798334	7.02945626594184	0.00876567307121442	0.0141655314513233
4413	Usp25	0.326757008042346	0.245429003854313	-0.0813280041880329	6.67930581822347	7.02912687313104	0.00876704586443789	0.0141662797759704
3530	Grhl1	0.367308664489766	-0.238280538665706	-0.605589203155472	5.08105697399783	7.09180913017293	0.00876950140955077	0.0141687773344599
412	1700122H20Rik	0.69418489849637	-0.1734948162298	-0.867679714726171	1.55170966916601	7.0281087771786	0.00877129050261111	0.0141698532800087
4335	Wscd2	0.268643186206276	3.22557184509034	2.95692865888406	2.89160825462405	7.0870845623867	0.00877198726042153	0.0141698532800087
1449	Gm2885	1.97017154375697	3.55028230277779	1.58011075902082	-1.96062817215424	7.27896070665628	0.00878960879624421	0.0141968455736039
1668	Rita1	-0.509149211776791	-0.788184706830866	-0.279035495054075	2.4055541406294	7.01909083193631	0.00880899203907491	0.0142266774561786
1534	Ovol2	1.24445744191319	1.56808030627945	0.323622864366262	1.20088832593586	7.01854450813369	0.00881128208462905	0.0142289001992993
4584	Gpr156	-0.638454022856324	2.37762181023288	3.0160758330892	-2.11016554535457	7.01632322657399	0.00882060020846937	0.0142424705979142
1930	Mmachc	-0.330531233904742	-0.818962245526143	-0.488431011621401	2.84904489670609	7.01107649670608	0.00884265518538591	0.0142766020266282
6410	Luc7l2	-0.285777906860891	-0.309701562925024	-0.0239236560641333	7.12456110077959	7.01054132004684	0.00884490841976205	0.0142787594767297
2126	Taf9	0.231540585473033	-0.164270898564989	-0.395811484038022	5.64856351563155	7.0086610776995	0.0088528300025214	0.0142900662174006
2672	Mplkip	0.0913353561445244	0.592723313953161	0.501387957808636	3.31108652899419	7.00539365582281	0.00886661539683505	0.0143108348838635
520	Polr2f	-0.125837856592043	0.298197845314971	0.424035701907014	4.55189980128842	7.00089236177819	0.00888564724658616	0.0143400662165861
2822	2210016F16Rik	-0.404536219113184	-0.45531567601855	-0.050779456905366	4.45234818904606	7.00052788150769	0.00888719036720365	0.0143410703003207
2345	Slc15a3	3.29573481634398	1.54551548305596	-1.75021933328801	-0.044841342671388	6.99504568026043	0.00891043811620845	0.0143760109569107
2000	Podxl2	1.37069097703786	0.485001145027287	-0.88568983201057	1.63855298760638	6.99498647726711	0.0089106895553623	0.0143760109569107
540	Apoc1	-0.374223294002626	-1.04892422755497	-0.674700933552347	5.83718155421829	7.58493819793888	0.00891717576498265	0.0143849850836331
2312	Dcaf15	0.518161016180005	0.541543216437421	0.0233822002574165	4.51527060892184	6.99300181330658	0.00891912331082437	0.0143866364404555
1075	Tgfbr3l	0.417811223482847	1.17995616279486	0.762144939312013	0.992191700284328	6.99066856633764	0.00892905017036056	0.014401156836132
3367	Rhou	0.36381320871826	-0.206007122471039	-0.569820331189299	7.65730400185702	7.02270115896481	0.00893134268217778	0.014403362494498
2670	H2-Ob	0.0399570125905529	2.82199246743481	2.78203545484426	-0.958738496330144	7.623841242568	0.00894438641934494	0.0144229041443553
1357	Gm8909	0.0836669379840957	-0.588219583513773	-0.671886521497869	6.09837021409992	7.30515664856028	0.00894659248339679	0.0144249677108568
1752	Bsg	-0.0775167358616877	0.30272630288897	0.380243038750658	8.04115770636919	6.98183244961774	0.00896675970344118	0.0144559873798515
2219	Pofut2	-0.344607955493262	-0.260184064218768	0.0844238912744935	6.15886731448678	6.9813697461299	0.00896873943553109	0.0144576822453509
3995	Rps6kc1	-0.553206050469002	-0.203244799693947	0.349961250775055	4.15721583180163	6.96955936819358	0.00901944315172415	0.0145379120959164
2037	Dnajc2	0.328563745231993	-0.0920477594317486	-0.420611504663742	4.62661164411726	6.96903525199904	0.00902170093483514	0.0145400462592893
2267	Trip13	-0.85234178785879	-0.330908855415521	0.521432932443269	1.88606476860776	6.96798896803196	0.0090262100635698	0.0145458080420065
1892	Clk4	0.104047896018043	-0.227542201565314	-0.331590097583357	6.33954253354993	6.956536854222	0.00907573563561976	0.0146241054757731
1057	Lyz2	1.68066263366497	0.678079333999504	-1.00258329966546	1.27232658626255	6.95611305995068	0.00907757439124282	0.0146255549322745
4171	Rhbdd2	-0.276268227825996	0.321815702478852	0.598083930304848	4.07660042274316	6.9537149038555	0.00908798761816434	0.0146408176277731
3742	Man1b1	-0.342305893514419	-0.240266455996453	0.102039437517965	5.6917302093927	6.95178343629839	0.00909638444794758	0.0146528290703879
6565	Mef2c	-0.691477356993613	0.572981338079465	1.26445869507308	5.17362617955629	6.94724255961589	0.00911616076151732	0.0146831666713227
1802	Scamp4	-0.23181033148687	-0.535433649561043	-0.303623318074174	5.06515974333936	6.94599733091744	0.00912159263869232	0.0146903961702055
1209	Sdsl	0.258240083066715	1.91750695834857	1.65926687528185	-0.270215600809564	7.00717468699748	0.00912491282156241	0.0146942236253743
2339	A530010L16Rik	-1.28831669507771	-1.42439927068727	-0.136082575609556	-0.535130109993307	7.90451481585738	0.00912660808741409	0.0146954338886581
2763	Zfp97	-0.668573944384506	0.831525775257705	1.50009971964221	0.429755017661811	6.94160738101053	0.00914077216217853	0.0147167187871634
2442	Ccnl2	0.351407183212468	0.116478018566779	-0.234929164645689	7.11975611851962	6.9407825186786	0.009144381159184	0.0147210072791082
2820	Gbp2b	1.01447435147345	1.76442240401851	0.749948052545063	1.1066908045926	6.93964578453446	0.00914935738192674	0.0147274956741124
1376	Mterf1a	-0.517024291199315	1.43585707709959	1.95288136829891	-1.2668157475552	6.93674116676415	0.00916208701568156	0.0147464619129915
2767	Gpr137	-0.339009750177287	0.231012750134556	0.570022500311843	4.15460716991935	6.93429968304621	0.00917280279374305	0.0147620581406442
2139	Zfp13	-0.555062899970712	0.334657102790623	0.889720002761335	1.79329131691479	6.93410155025752	0.00917367304309104	0.0147620581406442
949	Psmb4	0.329994337196153	0.0696215345939693	-0.260372802602183	6.9291526937672	6.932668730036	0.00917996919602937	0.0147706633933219
4592	Nkiras1	-0.728206840177384	-0.67745849985501	0.0507483403223741	2.17426061782496	6.92669135685893	0.00920628918658385	0.0148098992052028
2824	Calcoco1	0.926685224011625	1.07092085261594	0.144235628604317	6.1658382672819	7.50778770197172	0.0092068231780299	0.0148098992052028
8146	Atp7a	0.534430930619998	0.428993726338876	-0.105437204281123	4.75319964563059	6.92648317567519	0.00920720743678195	0.0148098992052028
6548	Tmem131	0.286960618801083	-0.0165158031635398	-0.303476421964623	6.55951605507174	6.9227317046689	0.00922377268203007	0.0148350122086937
1623	Mettl17	0.356210286230124	0.565512548542155	0.209302262312031	3.62638992080349	6.92205318303514	0.00922677248836989	0.0148383043673341
796	Cd59b	0.696581283617628	-0.294183267971229	-0.990764551588857	3.03270021613978	6.99926465525294	0.00923330349738578	0.0148472740666348
2150	Des	-1.30359046658136	0.550370262091696	1.85396072867305	2.16425766885842	6.91860221969649	0.00924204699421338	0.0148597992559516
1117	Khk	-0.509973567425132	0.466196787397398	0.97617035482253	3.43625343920562	6.9927019666721	0.00924640938733675	0.0148652784410085
972	Emp3	-0.684911624062748	1.38413446716849	2.06904609123124	2.47213818857916	6.96874998551091	0.00925482833575252	0.0148772774692204
1305	Dnase1	1.02914715537674	1.37984603964703	0.350698884270286	1.15854378184167	6.91384908268824	0.00926313304796802	0.0148890904028652
1470	Gm128	6.13870030988267	6.28308189748365	0.144381587600976	-1.50926926362559	7.15675674989558	0.00928483110352723	0.0149224264572325
2832	Cfap47	-0.327335387810131	1.57039783637044	1.89773322418057	-1.15927381621095	6.90525553825836	0.00930139752016617	0.0149475089973197
6284	Ncbp3	0.390715114041809	0.40075731581224	0.0100422017704303	4.40741893807676	6.90419830775052	0.00930611767148975	0.0149535511691712
3444	Angptl2	-0.280611133590568	0.577327219024552	0.85793835261512	6.17174976911002	6.89925171105093	0.00932823928473962	0.014987550778164
5023	Ebf3	0.743124206265444	2.22319312115074	1.4800689148853	0.663013617966728	6.89730131498591	0.00933697834586474	0.0150000440319618
7630	Reps2	0.39214329164517	0.956979545985339	0.564836254340169	3.67259782836228	7.11889394580211	0.00934078944750113	0.015004618658602
4299	Sin3b	0.39630310542388	0.256062875179064	-0.140240230244816	6.58696629102514	6.89474034805795	0.00934846755559246	0.0150154034838252
2832	Gm20752	-3.72195157391996	-1.68716691619503	2.03478465772492	2.89929217832305	7.02572488250356	0.00936254474174602	0.0150364631516573
2377	Tat	-2.7376664027279	-1.16331653743585	1.57434986529205	-1.30466707591068	7.44326909129556	0.00937083772498302	0.0150482298704172
1512	Cenpw	-1.3044156341388	-0.70839722218091	0.596018411957886	1.24646501363022	6.88929172067321	0.0093729660766008	0.0150500956635211
4709	Col1a1	-0.920362525820921	-0.863779238254533	0.0565832875663878	5.02722696331171	7.45530813256394	0.00937613494262542	0.0150536316451761
902	Ten1	0.335120657167998	0.593982571361901	0.258861914193904	3.70258644900803	6.8881469758601	0.00937812260039138	0.0150552706322984
1101	Cxcl10	0.602690349878912	1.49235232419537	0.889661974316462	2.88158436479736	7.25424006843206	0.00939409840599669	0.0150793629912566
1665	Phf10	0.294644627363326	-0.159756309224977	-0.454400936588303	5.93791038125829	6.88384649141111	0.00939752355832658	0.0150833062100867
2017	Eif5a	-0.092148256628116	-0.416177388291221	-0.324029131663105	9.05831396569737	6.87740552722649	0.0094266678775039	0.015128524393331
2058	Cdk5	0.289917713991861	-0.139476302989777	-0.429394016981639	4.75406447115556	6.87343910505757	0.00944466732011221	0.015155849083758
7642	Pogz	0.416300741518889	0.493453770716496	0.0771530291976069	5.6427202432306	6.8729725183225	0.00944678728214758	0.0151576889806906
2756	1600012H06Rik	0.407257729026406	0.273204877314665	-0.134052851711741	4.28225567618159	6.8679499989638	0.00946964226448327	0.0151927951105021
8034	Ankfy1	0.0439415652238481	0.357663968516364	0.313722403292516	5.93182875170245	6.86766965639595	0.00947091984768862	0.0151932794754514
3654	Pced1a	-0.0155191615551019	0.463498097681456	0.479017259236558	3.6779889845775	6.86496117118869	0.00948327329087908	0.0152115298398814
672	H1f5	-1.77998748708029	-1.66051137829031	0.119476108789982	-1.41311744856541	6.86205133775736	0.00949656586461974	0.0152312826906848
1850	Cars2	-0.493863218738811	-0.448664144274862	0.0451990744639486	4.41719140396067	6.85445588314468	0.00953136478419997	0.0152855213614379
1116	Gm20324	0.484772721730651	-0.771772475170795	-1.25654519690145	-0.00416514905867185	6.85409864101576	0.00953300513443982	0.0152865776906083
4376	Gm14325	0.577601601598532	0.948922109721058	0.371320508122526	2.54257967634294	6.85379120158348	0.009534417066918	0.0152872675624019
2346	Riox1	-0.195381543153385	-0.469603414893928	-0.274221871740543	3.8286563402455	6.85329745677677	0.00953668512339268	0.0152893298405715
1734	Nop16	0.50706252035889	0.474394095249221	-0.0326684251096696	4.38021901460058	6.85169159287362	0.00954406610622521	0.0152995879561601
1653	Srsf5	0.397277573306281	0.388763325144105	-0.00851424816217565	8.23203310684056	6.85067377860544	0.00954874767666551	0.0153055171200242
2690	Spg21	0.292495230616468	0.41225666158555	0.119761430969082	4.94969767933393	6.85001611626732	0.00955177409401063	0.0153076798932127
1383	Brf2	0.504243524384527	0.977015630169496	0.47277210578497	1.34335044581143	6.84995334073058	0.00955206303123219	0.0153076798932127
1556	Kti12	0.508876457377988	0.0770165948558768	-0.431859862522111	4.32436908047599	6.84969823385347	0.00955323731675704	0.0153079863651513
3836	Tcf25	0.113716677595693	-0.25345757494538	-0.367174252541073	7.87020756789643	6.84743260536055	0.00956367359021063	0.0153231325390225
6290	Pik3c2g	-1.06631130006527	0.172795309628663	1.23910660969393	2.19760351519932	7.038460928231	0.00957982698153877	0.0153474347486133
1545	Ccdc159	-0.471147071480815	0.778287427639029	1.24943449911984	1.27969554684645	6.8315849863228	0.00963704318626896	0.0154375101837856
3252	Ints7	0.399281908881238	0.261903205392857	-0.137378703488381	5.27727129057599	6.82991939034831	0.00964479213372703	0.0154483339957208
1520	Idh3b	0.00110921606082966	-0.27953671266876	-0.280645928729589	6.70118342827277	6.82478793603912	0.00966871084782076	0.0154850524860912
4296	Camsap3	0.261226806144359	-0.46713077656725	-0.728357582711609	5.33442968327248	7.12032335312229	0.00967724845237601	0.0154971321370217
1750	Gpt	-0.322842830213012	-0.749688106167167	-0.426845275954155	3.98819646370832	6.83020143610115	0.0096940262674279	0.0155224038083689
3396	Arsg	0.0115912604800174	0.839237385457544	0.827646124977527	1.70160057595464	6.81819995376322	0.00969951940770388	0.015529602736661
3431	Oacyl	0.39693703398993	1.18654678514017	0.789609751150237	1.54465553114507	6.8165991124698	0.00970702285139385	0.0155400184889385
4745	Dcun1d1	0.40406692940354	0.332449952140196	-0.0716169772633443	4.80183540876615	6.81225704487376	0.00972740877265376	0.0155682814180687
